h_nm,lam_nm,R_p0550,R_bare,clean,AR_gain
227.2,1379.0,0.0408043518640813,0.0349659484513376,False,-0.005838403412743699
227.2,1380.0,0.0411808539269317,0.0349659484513376,False,-0.0062149054755940986
227.2,1381.0,0.041510404439641,0.0349659484513376,False,-0.006544455988303395
227.2,1382.0,0.0417070348058382,0.0349659484513376,False,-0.006741086354500596
227.2,1383.0,0.0417794050693093,0.0349659484513376,False,-0.006813456617971697
227.2,1384.0,0.0417280210689839,0.0349659484513376,False,-0.006762072617646296
227.2,1385.0,0.0413434948099423,0.0349659484513376,False,-0.006377546358604699
227.2,1386.0,0.040754703603299,0.0349659484513376,False,-0.0057887551519613945
227.2,1387.0,0.0400682309541083,0.0349659484513376,False,-0.0051022825027707
227.2,1388.0,0.0429046051234107,0.0349659484513376,False,-0.007938656672073094
227.2,1389.0,0.1459530884495783,0.0349659484513376,False,-0.1109871399982407
227.2,1390.0,0.3376820214571902,0.0349659484513376,False,-0.30271607300585257
227.2,1391.0,0.1125281763132165,0.0349659484513376,False,-0.0775622278618789
227.2,1392.0,0.0851753690926372,0.0349659484513376,False,-0.0502094206412996
227.2,1393.0,0.0758976122016536,0.0349659484513376,False,-0.040931663750316
227.2,1394.0,0.0718152748142667,0.0349659484513376,False,-0.03684932636292909
227.2,1395.0,0.0698874897682497,0.0349659484513376,False,-0.034921541316912094
227.2,1396.0,0.0687740192464793,0.0349659484513376,False,-0.0338080707951417
227.2,1397.0,0.0683168719148957,0.0349659484513376,False,-0.0333509234635581
227.2,1398.0,0.0682415463965039,0.0349659484513376,False,-0.033275597945166296
227.2,1399.0,0.0683636966144346,0.0349659484513376,False,-0.033397748163097
227.2,1400.0,0.0686990434578283,0.0349659484513376,False,-0.0337330950064907
227.2,1401.0,0.0690885397862905,0.0349659484513376,False,-0.03412259133495289
227.2,1402.0,0.0696277883132104,0.0349659484513376,False,-0.034661839861872795
227.2,1403.0,0.0702377295482207,0.0349659484513376,False,-0.0352717810968831
227.2,1404.0,0.0709369352359353,0.0349659484513376,True,-0.0359709867845977
227.2,1405.0,0.071611467576742,0.0349659484513376,True,-0.0366455191254044
227.2,1406.0,0.0724381698711019,0.0349659484513376,True,-0.03747222141976429
227.2,1407.0,0.0731170707585687,0.0349659484513376,True,-0.0381511223072311
227.2,1408.0,0.0739649872402986,0.0349659484513376,True,-0.038999038788960994
227.2,1409.0,0.0748073593372669,0.0349659484513376,True,-0.039841410885929296
227.2,1410.0,0.0756944880310716,0.0349659484513376,True,-0.04072853957973399
227.2,1411.0,0.0765642288480304,0.0349659484513376,True,-0.04159828039669279
227.2,1412.0,0.0774664302884949,0.0349659484513376,True,-0.042500481837157295
227.2,1413.0,0.078330770661021,0.0349659484513376,True,-0.04336482220968339
227.2,1414.0,0.0792770381242993,0.0349659484513376,True,-0.0443110896729617
227.2,1415.0,0.0802414213314517,0.0349659484513376,True,-0.045275472880114104
227.2,1416.0,0.0811293166263057,0.0349659484513376,True,-0.04616336817496809
227.2,1417.0,0.0821355397087717,0.0349659484513376,True,-0.0471695912574341
227.2,1418.0,0.0831455647761159,0.0349659484513376,True,-0.048179616324778296
227.2,1419.0,0.0840755479737173,0.0349659484513376,True,-0.0491095995223797
227.2,1420.0,0.0850701360710093,0.0349659484513376,True,-0.0501041876196717
235.0,1260.0,0.595845909981767,0.0349659484513376,False,-0.5608799615304294
235.0,1261.0,0.5460781237040752,0.0349659484513376,False,-0.5111121752527376
235.0,1262.0,0.4858323466896714,0.0349659484513376,False,-0.4508663982383338
235.0,1263.0,0.4346223331155774,0.0349659484513376,False,-0.3996563846642398
235.0,1264.0,0.3806747389835098,0.0349659484513376,False,-0.3457087905321722
235.0,1265.0,0.3323035384380092,0.0349659484513376,False,-0.2973375899866716
235.0,1266.0,0.2888009307356958,0.0349659484513376,False,-0.2538349822843582
235.0,1267.0,0.2455660849229849,0.0349659484513376,False,-0.2106001364716473
235.0,1268.0,0.2118743339165656,0.0349659484513376,False,-0.176908385465228
235.0,1269.0,0.173759928865025,0.0349659484513376,False,-0.1387939804136874
235.0,1270.0,0.1474527072134,0.0349659484513376,False,-0.1124867587620624
235.0,1271.0,0.1208719023920786,0.0349659484513376,False,-0.08590595394074099
235.0,1272.0,0.1015705013592996,0.0349659484513376,False,-0.066604552907962
235.0,1273.0,0.0826403098212717,0.0349659484513376,False,-0.047674361369934096
235.0,1274.0,0.068695149078558,0.0349659484513376,False,-0.0337292006272204
235.0,1275.0,0.0560353220408545,0.0349659484513376,False,-0.021069373589516896
235.0,1276.0,0.046665274172308,0.0349659484513376,False,-0.011699325720970398
235.0,1277.0,0.0386230368226568,0.0349659484513376,False,-0.0036570883713192004
235.0,1278.0,0.0328621840986104,0.0349659484513376,False,0.0021037643527272026
235.0,1279.0,0.0284152641876829,0.0349659484513376,False,0.006550684263654703
235.0,1280.0,0.0250088580831433,0.0349659484513376,False,0.009957090368194303
235.0,1281.0,0.0226243803649479,0.0349659484513376,False,0.012341568086389702
235.0,1282.0,0.020944421138761,0.0349659484513376,False,0.014021527312576602
235.0,1283.0,0.0202162220147533,0.0349659484513376,False,0.014749726436584301
235.0,1284.0,0.0197762632359385,0.0349659484513376,False,0.015189685215399103
235.0,1285.0,0.0199349479717052,0.0349659484513376,False,0.015031000479632402
235.0,1286.0,0.0204956757146627,0.0349659484513376,False,0.014470272736674904
235.0,1287.0,0.0212836362111227,0.0349659484513376,False,0.013682312240214902
235.0,1288.0,0.0221841621859564,0.0349659484513376,False,0.012781786265381203
235.0,1289.0,0.0231208900512546,0.0349659484513376,False,0.011845058400083004
235.0,1290.0,0.0243208573165358,0.0349659484513376,False,0.010645091134801804
235.0,1291.0,0.0255300903434272,0.0349659484513376,False,0.009435858107910401
235.0,1292.0,0.0268574154901836,0.0349659484513376,False,0.008108532961154002
235.0,1293.0,0.028160905558531,0.0349659484513376,False,0.006805042892806604
235.0,1294.0,0.0295525796959065,0.0349659484513376,False,0.005413368755431101
235.0,1295.0,0.0307868249398649,0.0349659484513376,False,0.004179123511472704
235.0,1296.0,0.0319916915956731,0.0349659484513376,False,0.002974256855664506
